Id,SalePrice
1723,151144.875
1724,217202.125
1725,235654.125
1726,191549.875
1727,139654.875
1728,161616.875
1729,176538.875
1730,163935.625
1731,103621.625
1732,137047.375
1733,109855.875
1734,117875.875
1735,99339.5
1736,95609.125
1737,275885.125
1738,266501.5
1739,245743.625
1740,218453.625
1741,187579.375
1742,173255.375
1743,172655.875
1744,346165.75
1745,227859.875
1746,186429.4375
1747,224615.625
1748,219054.125
1749,140873.875
1750,130305.9375
1751,232630.625
1752,97466.75
1753,156716.125
1754,195064.375
1755,170100.875
1756,127622.0
1757,117293.375
1758,139971.375
1759,161030.125
1760,156326.125
1761,146246.625
1762,181666.625
1763,188872.625
1764,109421.625
1765,186648.625
1766,187394.5
1767,224592.5
1768,139600.875
1769,161516.875
1770,150789.375
1771,125660.25
1772,141686.25
1773,128265.5625
1774,146329.0
1775,138107.375
1776,129655.625
1777,103350.875
1778,144208.375
1779,153081.125
1780,161698.0
1781,122417.0
1782,78950.375
1783,144960.875
1784,111954.0
1785,143408.5
1786,128888.125
1787,155886.375
1788,67129.375
1789,97246.0
1790,69640.875
1791,196115.875
1792,171103.0
1793,124777.75
1794,159961.375
1795,139085.375
1796,139859.625
1797,118546.125
1798,125031.5
1799,97079.875
1800,124663.25
1801,131627.875
1802,117608.125
1803,155526.375
1804,125352.875
1805,123750.875
1806,112963.5
1807,137007.5
1808,117215.0
1809,130392.0
1810,139353.375
1811,178459.5
1812,110798.5
1813,134051.375
1814,93589.625
1815,45908.625
1816,112251.5
1817,117478.5
1818,189990.875
1819,150045.875
1820,30550.0
1821,113754.6875
1822,148004.375
1823,33557.0625
1824,144934.25
1825,152913.0
1826,111045.875
1827,104296.4375
1828,132895.375
1829,117300.875
1830,142595.0
1831,160203.0
1832,105719343536421.75
1833,152484.375
1834,119495.375
1835,112638.0
1836,133871.875
1837,81169.5
1838,129716.625
1839,112638.875
1840,154534.0
1841,137228.125
1842,63390.625
1843,141305.9375
1844,137062.125
1845,143044.125
1846,152030.375
1847,178459.125
1848,44149.5
1849,105122.0
1850,117262.75
1851,156092.375
1852,113318.375
1853,116406.625
1854,168610.625
1855,164643.75
1856,225097.125
1857,129087.25
1858,154574.0
1859,115990.875
1860,147822.75
1861,121860.0
1862,291354.5
1863,280966.5
1864,280996.5
1865,360584.5
1866,340809.25
1867,214460.375
1868,282729.375
1869,204893.875
1870,217043.875
1871,256440.375
1872,168881.375
1873,240914.625
1874,140557.875
1875,189630.75
1876,204196.625
1877,209307.375
1878,209172.0625
1879,140738.875
1880,129230.875
1881,247875.375
1882,239849.25
1883,186717.875
1884,204245.875
1885,215678.125
1886,281546.375
1887,216871.125
1888,252896.875
1889,172820.25
1890,93373.875
1891,103266.625
1892,104421.125
1893,137595.875
1894,123430.375
1895,136777.625
1896,125785.875
1897,106633.6875
1898,110868.875
1899,176136.875
1900,153338.875
1901,177680.5
1902,184504.375
1903,203579.875
1904,175635.0625
1905,200658.875
1906,171601.875
1907,224321.375
1908,114793.0
1909,129579.5
1910,125952.625
1911,237445.5
1912,328181.75
1913,167751.375
1914,55650.75
1915,329846.0
1916,58083.625
1917,232650.0
1918,139811.625
1919,171244.25
1920,164809.625
1921,383949.125
1922,334661.25
1923,240804.5
1924,230076.625
1925,206394.4375
1926,378934.75
1927,128247.875
1928,166604.375
1929,119710.625
1930,132943.375
1931,126641.25
1932,134115.875
1933,207874.375
1934,183027.625
1935,174969.0
1936,210808.875
1937,180383.125
1938,168408.875
1939,264196.625
1940,203817.375
1941,174288.5625
1942,140881.25
1943,233758.125
1944,384669.625
1945,413197.75
1946,160843.375
1947,-58932.75
1948,197980.0625
1949,251897.125
1950,185562.375
1951,248122.25
1952,207925.875
1953,170172.25
1954,178245.625
1955,131707.375
1956,277823.625
1957,158541.0
1958,235409.25
1959,140244.375
1960,102593.125
1961,121930.125
1962,94343.375
1963,111308.875
1964,111147.875
1965,139650.625
1966,143906.375
1967,306541.625
1968,407394.625
1969,387625.75
1970,402886.6875
1971,448571.0
1972,363986.625
1973,296424.75
1974,338948.625
1975,468203.25
1976,273043.125
1977,342498.125
1978,343661.75
1979,318373.0
1980,193778.875
1981,342727.0
1982,211123.375
1983,199076.375
1984,181565.75
1985,232474.125
1986,209726.125
1987,215566.625
1988,168330.875
1989,191522.25
1990,207539.75
1991,232122.125
1992,221061.625
1993,166322.875
1994,239261.5
1995,186714.5
1996,264244.625
1997,324444.875
1998,311888.625
1999,288596.125
2000,309142.625
2001,278462.875
2002,240077.375
2003,251540.25
2004,277570.125
2005,223572.875
2006,228016.125
2007,240870.875
2008,237522.625
2009,208394.375
2010,199666.875
2011,130655.375
2012,174499.875
2013,182868.375
2014,187527.875
2015,220766.875
2016,198094.375
2017,193876.375
2018,96782.875
2019,132167.125
2020,66838.875
2021,88757.125
2022,194758.125
2023,139511.0
2024,284081.875
2025,346930.75
2026,166613.375
2027,153529.875
2028,152956.4375
2029,170995.875
2030,253952.5
2031,219492.125
2032,243352.0
2033,245603.0
2034,167346.875
2035,229039.625
2036,194529.375
2037,224947.125
2038,312541.25
2039,221143.0
2040,316407.3125
2041,312670.625
2042,214925.625
2043,178687.875
2044,188177.6875
2045,204234.375
2046,169253.625
2047,139847.375
2048,140504.875
2049,134162.875
2050,157854.375
2051,98920.0
2052,111408.625
2053,140471.875
2054,88430.625
2055,171088.375
2056,136101.875
2057,96457.875
2058,213251.375
2059,124238.125
2060,178640.875
2061,170829.125
2062,121883.375
2063,113990.375
2064,139175.125
2065,74610.0
2066,165854.875
2067,94860.0
2068,152980.875
2069,88053.375
2070,112785.0
2071,100882.5
2072,139357.625
2073,111970.5
2074,182762.375
2075,170927.875
2076,119826.6875
2077,163008.375
2078,130866.375
2079,126027.0
2080,123918.0
2081,127617.5
2082,129426.5625
2083,151073.875
2084,103683.375
2085,112616.625
2086,119038.4375
2087,116952.375
2088,101995.875
2089,76864.375
2090,106826.625
2091,107080.0
2092,127262.0
2093,145132.875
2094,117650.75
2095,131931183337675.25
2096,79429.875
2097,95007.0
2098,160513.625
2099,32227.4375
2100,46976.9375
2101,103376.25
2102,118861.375
2103,102142.5
2104,138909.125
2105,142879.5
2106,62150.625
2107,187187.5
2108,122306.5
2109,115342.875
2110,124097.75
2111,152203.4375
2112,144908.375
2113,118840.875
2114,117617.375
2115,161800.25
2116,105195.375
2117,156566.0
2118,123608.875
2119,121592.875
2120,107639.75
2121,235544726806793.75
2122,126732.875
2123,80937.875
2124,169966.125
2125,130418.875
2126,160453.875
2127,167987.375
2128,125647.625
2129,54938.0
2130,149322.625
2131,122433.125
2132,98116.5
2133,129515.375
2134,134584.3125
2135,125787.125
2136,75498.0
2137,111020.4375
2138,127868.4375
2139,140576.375
2140,134432.375
2141,157133.75
2142,127732.375
2143,150774.375
2144,129121.0
2145,141440.375
2146,192598.625
2147,146007.5625
2148,104504.0
2149,127973.875
2150,234265.875
2151,118297.375
2152,205869.875
2153,192132.625
2154,103213.375
2155,154982.0
2156,247569.875
2157,232861.625
2158,242544.125
2159,212029.125
2160,189265.0
2161,227041.875
2162,378320.4375
2163,351201.0
2164,246335.75
2165,223358.625
2166,154329.375
2167,228852.625
2168,200465.875
2169,194185.375
2170,214658.375
2171,158077.375
2172,129034.4375
2173,194013.625
2174,223852.125
2175,271052.5
2176,302459.875
2177,243724.25
2178,208194.125
2179,122983.875
2180,232118.6875
2181,200243.875
2182,223680.375
2183,191133.875
2184,127086.625
2185,124292.6875
2186,154885.375
2187,154871.375
2188,157284.125
2189,333750.75
2190,77791.3125
2191,70738.5
2192,82556.125
2193,136712.6875
2194,96212.875
2195,115679.875
2196,103405.1875
2197,122322.5
2198,164719.375
2199,178979.9375
2200,156549.375
2201,153898.875
2202,208706.25
2203,142906.875
2204,187549.375
2205,133217.875
2206,159019.625
2207,208886.0
2208,255062.625
2209,269443.625
2210,129799.0
2211,127071.375
2212,132709.875
2213,103623.875
2214,147802.875
2215,101202.875
2216,161148.875
2217,93744.3125
2218,54177.375
2219,38898.125
2220,14230.625
2221,331021.0
2222,291837.25
2223,279532.875
2224,208396.625
2225,120416.4375
2226,195600.625
2227,187384.125
2228,275119.875
2229,248272.625
2230,160866.25
2231,218738.625
2232,191527.625
2233,198241.25
2234,241688.125
2235,232484.875
2236,250586.875
2237,300649.875
2238,193179.5
2239,121219.4375
2240,149604.375
2241,150521.875
2242,125867.375
2243,126946.125
2244,105791.25
2245,122923.375
2246,140508.5
2247,126568.875
2248,131432.5
2249,115699.875
2250,125789.375
2251,101182.25
2252,194219.875
2253,153118.0
2254,175644.0
2255,185722.1875
2256,165485.875
2257,210517.125
2258,146237.875
2259,174508.125
2260,131711.75
2261,229109.875
2262,244624.125
2263,387211.125
2264,476210.375
2265,160177.5
2266,321225.75
2267,391515.375
2268,476588.0
2269,151493.625
2270,186729.125
2271,217122.625
2272,174200.125
2273,159487.375
2274,188962.125
2275,168200.125
2276,208001.25
2277,190219.875
2278,153649.5
2279,139705.5
2280,103012.25
2281,138972.125
2282,161519.625
2283,113595.375
2284,128815.25
2285,151529.375
2286,120738.375
2287,386488.5
2288,290345.125
2289,355416.0
2290,441139.5
2291,344984.875
2292,411462.75
2293,456464.375
2294,386757.0
2295,450784.0
2296,293606.125
2297,378766.375
2298,360692.75
2299,354496.0
2300,321090.375
2301,328352.0
2302,259574.375
2303,248714.375
2304,265288.0
2305,211967.125
2306,199790.875
2307,202233.375
2308,171670.25
2309,294520.75
2310,212277.625
2311,207179.875
2312,193739.625
2313,169485.375
2314,194210.0
2315,182956.625
2316,203404.5
2317,193129.375
2318,190272.625
2319,192729.125
2320,187369.125
2321,241716.125
2322,207149.625
2323,202729.875
2324,182450.1875
2325,211353.125
2326,173131.0
2327,201208.75
2328,221623.75
2329,190582.625
2330,185504.125
2331,328834.125
2332,371473.625
2333,312229.125
2334,272546.5
2335,285911.125
2336,311929.125
2337,208219.125
2338,258044.625
2339,219740.8125
2340,383520.0
2341,221307.875
2342,229251.875
2343,222718.375
2344,222425.8125
2345,230191.25
2346,222498.125
2347,212335.625
2348,251204.625
2349,206280.125
2350,308438.0
2351,291248.5
2352,240767.875
2353,258263.75
2354,163967.625
2355,150490.375
2356,146239.875
2357,192192.375
2358,198584.75
2359,122703.125
2360,118668.375
2361,149929.375
2362,259232.125
2363,143543.375
2364,151278.1875
2365,198321.375
2366,185664.625
2367,213246.625
2368,213967.625
2369,210015.125
2370,164824.625
2371,163715.875
2372,200111.625
2373,276742.375
2374,300027.875
2375,232634.625
2376,292810.875
2377,339024.875
2378,96244.25
2379,222106.875
2380,140116.375
2381,173026.375
2382,201071.625
2383,197721.625
2384,237814.375
2385,148074.875
2386,132827.125
2387,124311.875
2388,99597.375
2389,102954.75
2390,94543.25
2391,130975.75
2392,115772.375
2393,108492.5
2394,144615.25
2395,204115.875
2396,131422.625
2397,213896.375
2398,133740.625
2399,76055.5
2400,64192.5
2401,150617.25
2402,130143.875
2403,143101.875
2404,136618.375
2405,150673.875
2406,135399.375
2407,122744.875
2408,120189.875
2409,107197.375
2410,176360.625
2411,112485.5
2412,161124.875
2413,124175.875
2414,171168.75
2415,136327.375
2416,128951.0
2417,132523.125
2418,134971.125
2419,123979.375
2420,116939.75
2421,141102.125
2422,113959.375
2423,125828.5
2424,135608.0
2425,225331.6875
2426,139844.8125
2427,128708.0
2428,190671.5
2429,92013.125
2430,126860.375
2431,106030.625
2432,153649.375
2433,154310.625
2434,153510.3125
2435,174029.625
2436,107949.875
2437,96169.375
2438,109872.875
2439,94635.375
2440,128151.875
2441,97469.625
2442,87478.5
2443,134430.375
2444,131829.375
2445,80422.75
2446,137190.0
2447,183394.375
2448,127882.6875
2449,103026.5
2450,158969.5
2451,79789.375
2452,197624.0
2453,83976.875
2454,133161.75
2455,121858.125
2456,175061.375
2457,92919.25
2458,136321.75
2459,126272.875
2460,141581.375
2461,127994.375
2462,127409.25
2463,125418.375
2464,191174.875
2465,136565.375
2466,131102.0
2467,110605.625
2468,88739.75
2469,95251.75
2470,213659.375
2471,220623.375
2472,176980.5
2473,125887.625
2474,79229.875
2475,211869.375
2476,115599.375
2477,116680.875
2478,155615.625
2479,105440.25
2480,158593.375
2481,119019.375
2482,85845.75
2483,98643.875
2484,120295.375
2485,128355.125
2486,169374.625
2487,200767.0
2488,158740.875
2489,163211.125
2490,139379.375
2491,87873.875
2492,186734.0
2493,147940.125
2494,149670.5
2495,81226.625
2496,224617.875
2497,164064.375
2498,112543.875
2499,89512.0
2500,118318.375
2501,146128.375
2502,150405.375
2503,101945.875
2504,221962.25
2505,172053.0
2506,250345.625
2507,276041.125
2508,248378.625
2509,212577.375
2510,209770.375
2511,176250.875
2512,219930.875
2513,212384.5
2514,453485223862291.1
2515,158550.375
2516,172339.375
2517,155345.375
2518,143597.75
2519,248866.125
2520,217826.875
2521,185649.875
2522,221254.125
2523,123366.8125
2524,137950.375
2525,158526.875
2526,153118.875
2527,112222.875
2528,131931183331247.75
2529,-136913411382542.31
2530,130012.875
2531,265190.125
2532,220955.375
2533,199096.375
2534,243547.125
2535,276875.125
2536,217815.625
2537,252883.125
2538,187955.625
2539,189045.875
2540,184749.625
2541,174873.375
2542,161795.875
2543,112940.9375
2544,126227.125
2545,135373.5
2546,120180.25
2547,134041.0
2548,167595.125
2549,165029.75
2550,700734.5
2551,131789.125
2552,141198.125
2553,65818.5
2554,85290.75
2555,113318.375
2556,94732.875
2557,108077.625
2558,193142.375
2559,164466.875
2560,162829.875
2561,156471.375
2562,111434.25
2563,165892.5
2564,188805.5
2565,152921.375
2566,180790.625
2567,141178.375
2568,225145.125
2569,186682.25
2570,125406.125
2571,214013.375
2572,169353.875
2573,238908.75
2574,284121.875
2575,132464.875
2576,200004.0
2577,154320.5
2578,75566.625
2579,24842.5
2580,99135.0
2581,128149.9375
2582,107363.25
2583,278736.125
2584,183039.125
2585,187886.375
2586,220722.375
2587,202655.125
2588,155395.875
2589,147522.875
2590,193045.625
2591,228109.75
2592,219654.625
2593,265203.0
2594,180935.875
2595,212045.875
2596,286254.25
2597,196658.125
2598,284148.75
2599,389121.5
2600,173620.875
2601,105057.875
2602,74940.875
2603,96609.75
2604,87379.375
2605,71366.25
2606,137643.75
2607,213391.125
2608,185797.625
2609,157140.25
2610,104732.5
2611,453485223827800.25
2612,160047.375
2613,122708.875
2614,118845.375
2615,160408.875
2616,147701.625
2617,209815.125
2618,185512.1875
2619,202288.125
2620,191054.625
2621,172850.125
2622,184366.5
2623,225870.375
2624,283724.625
2625,311212.375
2626,164916.625
2627,188203.875
2628,463682.875
2629,496158.75
2630,383659.5
2631,465727.5
2632,414401.375
2633,315783.875
2634,432600.25
2635,125397.125
2636,171801.5
2637,190538.875
2638,274729.875
2639,181715.625
2640,154219.5
2641,94410.625
2642,169261.375
2643,109194.875
2644,102195.125
2645,110657.375
2646,96403.375
2647,104428.75
2648,142922.375
2649,157221.125
2650,132552.375
2651,134943.125
2652,380180.5
2653,254177.875
2654,276766.625
2655,402039.75
2656,329738.375
2657,364312.0
2658,326836.5
2659,320099.5
2660,359812.875
2661,362216.125
2662,378640.25
2663,287733.5
2664,288431.25
2665,325690.5
2666,287124.625
2667,180649.625
2668,188343.125
2669,188126.125
2670,267012.0
2671,189564.625
2672,199908.625
2673,201913.125
2674,199775.125
2675,195072.625
2676,185208.375
2677,199440.125
2678,221299.125
2679,275551.25
2680,291969.5
2681,385495.5
2682,316078.25
2683,470853.0
2684,309317.0
2685,316253.375
2686,258036.5
2687,298105.125
2688,216037.125
2689,217873.125
2690,385430.0
2691,198809.875
2692,154464.375
2693,212283.625
2694,139872.625
2695,199665.375
2696,186038.375
2697,191780.25
2698,210053.3125
2699,162590.875
2700,140825.375
2701,130359.875
2702,88790.375
2703,105073.875
2704,135224.125
2705,106985.375
2706,95273.125
2707,95957.375
2708,137210.875
2709,106827.0
2710,133360.875
2711,283176.875
2712,371118.625
2713,160133.375
2714,141249.875
2715,172556.875
2716,131282.875
2717,203628.875
2718,218801.125
2719,154032.875
2720,176230.625
2721,122313.875
2722,158264.875
2723,130851.3125
2724,122333.375
2725,123720.875
2726,154259.375
2727,162259.1875
2728,169017.125
2729,139930.375
2730,146938.875
2731,120680.375
2732,141601.5
2733,152905.875
2734,92109.875
2735,135015.375
2736,131160.25
2737,121793.875
2738,128850.875
2739,143494.875
2740,135735.375
2741,148588.25
2742,153013.125
2743,159124.375
2744,163050.125
2745,136595.9375
2746,141209.375
2747,145298.875
2748,116332.0
2749,128365.125
2750,111986.375
2751,132485.375
2752,158531.625
2753,144581.375
2754,232796.125
2755,139343.375
2756,89737.125
2757,60843.25
2758,81773.375
2759,168158.375
2760,132010.875
2761,140346.875
2762,137099.875
2763,184581.625
2764,149632.375
2765,278405.875
2766,135929.875
2767,92659.5
2768,126929.375
2769,147171.875
2770,128916.375
2771,90535.5
2772,95214.875
2773,183834.875
2774,161948.875
2775,110084.875
2776,137424.375
2777,159350.375
2778,109594.875
2779,118521.375
2780,97053.875
2781,90946.0
2782,91536.625
2783,98282.5
2784,122567.375
2785,135896.875
2786,53092.0
2787,129754.5
2788,58339.125
2789,162234.875
2790,96390.0
2791,111544.875
2792,90179.0
2793,164684.25
2794,82543.125
2795,117410.875
2796,98911.625
2797,232420.375
2798,99902.5625
2799,116514.0
2800,59553.9375
2801,120747.3125
2802,128807.75
2803,190016.875
2804,130686.375
2805,109263.625
2806,65735.875
2807,453485223853231.4
2808,154576.625
2809,123066.75
2810,125061.5625
2811,165943.375
2812,179481.75
2813,156536.375
2814,163016.875
2815,106577.125
2816,232747.375
2817,159619.125
2818,132101.625
2819,159207.875
2820,141582.875
2821,116154.9375
2822,161392.875
2823,324851.375
2824,202082.625
2825,163183.875
2826,141043.875
2827,133193.875
2828,250507.5625
2829,204318.625
2830,239771.0
2831,181562.4375
2832,254053.125
2833,316070.5
2834,238162.625
2835,229975.375
2836,193575.875
2837,153310.125
2838,147960.375
2839,177046.125
2840,207186.875
2841,202504.375
2842,224018.125
2843,159025.875
2844,170222.125
2845,120339.375
2846,208898.375
2847,217862.625
2848,226381.625
2849,204258.25
2850,259924.625
2851,215799.125
2852,223207.125
2853,228593.625
2854,126949.875
2855,203611.375
2856,203256.625
2857,189122.375
2858,217246.625
2859,89173.375
2860,154470.125
2861,130258.9375
2862,196482.75
2863,147889.5
2864,275787.375
2865,138470.875
2866,133646.875
2867,92548.625
2868,104494.75
2869,99986.625
2870,98090.4375
2871,66514.75
2872,44339.375
2873,83591.125
2874,151633.875
2875,124247.4375
2876,160613.375
2877,152678.875
2878,162658.0625
2879,151575.625
2880,110261.375
2881,149594.125
2882,195327.875
2883,212644.875
2884,172599.0
2885,182225.875
2886,245497.875
2887,111542.75
2888,140925.375
2889,30105.5
2890,78638.0
2891,151551.375
2892,11833.6875
2893,65789.4375
2894,9879.5
2895,331050.5
2896,276680.375
2897,225537.125
2898,131997.875
2899,207340.375
2900,167659.875
2901,234934.5
2902,184533.375
2903,306110.125
2904,360901.5
2905,-235544726644011.38
2906,194171.875
2907,111266.0
2908,120211.875
2909,129681.875
2910,66783.875
2911,73344.5
2912,152941.125
2913,78430.4375
2914,62746.75
2915,78666.375
2916,82653.9375
2917,180459.6875
2918,111005.875
2919,216436.625
